1,3,5,9
16.5,35.7,53.6,76
23.1,31.1,49.2,84
29.2,21,61.1,73
37.2,25.3,50,88
14.2,33,63.1,70
,,,
,,,
1,16.5,,
1,23.1,,
1,29.2,,
1,37.2,,
1,14.2,,
3,35.7,,
3,31.1,,
3,21,,
3,25.3,,
3,33,,
5,53.6,,
5,49.2,,
5,61.1,,
5,50,,
5,63.1,,
9,76,,
9,84,,
9,73,,
9,88,,
9,70,,
